customer_id,age,annual_income,employment_years,home_ownership,loan_amount,term_months,interest_rate,dti,credit_score,num_open_accounts,delinquencies_2y,inquiries_6m,purpose,state,default
604,54,61567,27,RENT,22381,36,13.33,0.4,697,7,1,0,credit_card,MA,0
605,45,50280,7,MORTGAGE,14353,60,8.66,0.265,732,8,0,0,credit_card,IL,1
606,36,60620,8,RENT,18776,36,11.63,0.359,769,5,0,0,small_business,NY,1
607,67,34004,21,MORTGAGE,4321,60,4.79,0.126,639,3,1,1,debt_consolidation,NY,1
608,34,54772,6,MORTGAGE,24856,36,13.74,0.346,716,5,1,0,debt_consolidation,CA,1
609,28,27435,6,RENT,4668,60,6.4,0.175,663,10,0,3,debt_consolidation,NJ,0
610,40,37347,19,MORTGAGE,12368,60,9.96,0.334,669,5,0,1,debt_consolidation,FL,0
611,50,49295,8,RENT,16673,36,8.86,0.417,696,7,3,1,credit_card,PA,1
612,35,51190,13,MORTGAGE,24886,36,11.99,0.575,666,8,0,1,credit_card,MI,1
613,41,79652,5,OWN,21759,36,10.44,0.296,678,10,1,0,credit_card,TX,0
614,62,68420,38,MORTGAGE,18532,36,10.94,0.301,709,1,0,2,credit_card,VA,0
615,55,29183,22,RENT,1000,36,5.74,0.039,698,3,0,1,car,MA,0
616,63,35117,23,RENT,13059,60,9.81,0.399,662,15,1,0,debt_consolidation,NC,1
617,31,67622,4,RENT,32441,60,11.19,0.366,799,10,0,0,small_business,GA,0
618,46,90751,11,MORTGAGE,12295,36,5.9,0.079,687,11,0,1,home_improvement,PA,0
619,61,61880,37,RENT,19496,60,11.88,0.389,678,5,2,1,small_business,MA,1
620,31,39500,5,OWN,4858,36,4.17,0.233,675,5,1,2,credit_card,TX,0
621,18,54938,0,OWN,21968,36,8.81,0.197,662,11,1,2,small_business,NY,0
622,46,87611,10,RENT,23501,60,7.76,0.26,690,10,2,1,debt_consolidation,IL,0
623,39,97178,17,RENT,41149,36,9.99,0.221,770,11,1,2,home_improvement,NJ,0
624,61,36949,27,RENT,12659,36,8.74,0.162,673,6,0,0,credit_card,NJ,0
625,45,30221,7,RENT,13543,60,12.09,0.476,647,10,1,1,home_improvement,MD,1
626,49,50581,16,RENT,17978,60,11.4,0.364,654,4,2,1,debt_consolidation,GA,1
627,45,36257,23,MORTGAGE,7719,60,9.39,0.154,763,0,0,2,home_improvement,IL,1
628,18,49261,0,OWN,15934,36,7.0,0.208,701,8,0,0,car,NC,1
629,31,31650,8,OWN,9870,36,11.22,0.188,586,12,0,3,car,WI,1
630,23,57967,3,RENT,29433,60,14.56,0.46,644,14,0,0,small_business,FL,1
631,31,63795,3,MORTGAGE,17678,36,8.67,0.296,715,11,0,0,car,NC,0
632,40,103114,13,OWN,40700,36,9.7,0.322,707,10,0,2,credit_card,GA,0
633,23,92953,2,RENT,39540,60,7.45,0.408,707,5,0,1,debt_consolidation,IN,1
634,66,55242,39,MORTGAGE,17396,36,8.7,0.181,756,3,0,1,other,MO,0
635,39,31615,9,RENT,8026,36,11.57,0.274,736,9,0,1,home_improvement,MO,1
636,42,75658,16,MORTGAGE,26316,36,8.43,0.314,706,4,0,1,credit_card,WA,0
637,45,35634,14,RENT,17788,60,12.06,0.499,706,8,2,0,car,NJ,0
638,54,24103,13,OWN,8731,60,14.84,0.188,638,10,1,0,debt_consolidation,WI,1
639,45,42186,12,MORTGAGE,14510,36,9.49,0.328,713,2,0,1,car,TX,0
640,50,24883,19,MORTGAGE,7451,36,10.6,0.182,710,12,1,1,credit_card,TX,1
641,65,122880,36,MORTGAGE,16729,36,8.82,0.112,659,7,2,0,credit_card,NJ,0
642,22,82402,3,MORTGAGE,15171,60,8.54,0.218,718,10,0,3,home_improvement,AZ,0
643,74,93768,27,RENT,34190,36,9.89,0.391,734,6,6,2,credit_card,WI,0
644,45,37999,5,RENT,11666,60,10.16,0.337,674,5,1,0,debt_consolidation,MO,1
645,26,44092,4,MORTGAGE,13574,36,4.76,0.248,643,13,0,0,car,IL,0
646,43,51775,13,OWN,7632,60,8.6,0.135,718,11,0,2,credit_card,TX,0
647,32,37992,10,RENT,8233,36,10.2,0.178,702,10,0,0,debt_consolidation,IL,0
648,44,47315,9,MORTGAGE,1627,60,6.71,0.049,728,5,0,1,debt_consolidation,NY,0
649,49,57581,19,RENT,10191,36,9.74,0.079,603,11,0,1,small_business,NC,0
650,70,32674,40,MORTGAGE,4165,36,8.69,0.2,735,9,0,1,credit_card,WI,0
651,25,45378,3,RENT,4008,36,7.22,0.121,697,14,0,1,credit_card,NC,0
652,35,87704,13,RENT,6200,36,3.07,0.049,737,12,0,2,home_improvement,GA,0
653,39,50532,10,MORTGAGE,19918,36,13.4,0.347,702,0,1,2,credit_card,MD,1
654,74,19337,18,OWN,3590,36,7.96,0.112,649,7,1,0,other,VA,0
655,19,29429,0,RENT,9062,60,10.28,0.276,689,14,0,0,other,OH,0
656,45,33076,9,MORTGAGE,3313,60,3.77,0.057,728,15,4,1,credit_card,MA,1
657,33,37224,4,RENT,9438,36,8.06,0.317,704,12,0,2,car,WI,1
658,45,51608,5,MORTGAGE,5788,36,7.22,0.084,708,0,0,0,home_improvement,NY,0
659,67,29968,17,RENT,10010,36,10.27,0.215,702,10,0,1,other,CA,0
660,59,102155,19,MORTGAGE,41402,36,9.61,0.375,702,9,2,0,debt_consolidation,GA,0
661,64,42206,29,MORTGAGE,3351,60,7.99,0.116,642,16,1,4,car,TN,0
662,45,60090,20,MORTGAGE,20685,36,11.02,0.229,715,7,1,0,debt_consolidation,TN,0
663,37,30380,11,RENT,14553,36,13.68,0.552,710,10,2,2,credit_card,AZ,1
664,21,16722,1,OWN,3623,36,10.94,0.288,639,16,2,1,credit_card,MD,1
665,65,59571,16,MORTGAGE,13156,60,6.8,0.125,672,17,0,1,small_business,MA,0
666,50,70205,11,MORTGAGE,6821,36,3.08,0.093,729,10,0,2,small_business,OH,1
667,32,77336,5,MORTGAGE,26981,60,12.75,0.257,736,5,0,1,debt_consolidation,VA,0
668,23,44744,3,MORTGAGE,4855,36,8.68,0.081,698,4,0,2,debt_consolidation,FL,0
669,45,51802,17,OWN,14439,60,9.53,0.277,684,2,1,0,debt_consolidation,MD,0
670,71,31170,19,MORTGAGE,2406,36,6.45,0.093,702,10,1,0,other,WA,0
671,49,21307,9,MORTGAGE,6182,60,6.61,0.184,692,12,0,2,home_improvement,NJ,0
672,36,49034,4,OWN,18812,36,11.94,0.393,671,13,0,0,credit_card,MA,1
673,27,60770,7,MORTGAGE,20480,36,10.63,0.336,662,11,0,1,debt_consolidation,TX,1
674,72,59801,22,OWN,16272,36,8.5,0.188,779,5,0,1,credit_card,IN,1
675,32,72520,10,OWN,18626,60,8.11,0.149,691,14,3,0,car,NJ,0
676,48,77224,17,MORTGAGE,16778,60,7.99,0.132,765,15,0,0,small_business,MA,0
677,37,70685,7,OWN,29163,60,12.58,0.459,697,8,1,0,other,FL,1
678,63,69435,35,OWN,20430,36,9.6,0.127,705,4,0,0,credit_card,VA,0
679,24,53972,2,RENT,16202,60,7.58,0.308,789,10,0,1,credit_card,MO,1
680,47,35885,7,RENT,1000,60,3.0,0.05,685,17,1,0,other,PA,1
681,33,17702,8,OWN,3572,60,5.96,0.203,666,8,1,2,debt_consolidation,IN,0
682,30,52951,8,RENT,10964,60,9.31,0.155,627,12,0,1,credit_card,WI,0
683,34,95253,4,MORTGAGE,20519,36,5.48,0.265,715,1,0,0,debt_consolidation,MD,0
684,75,61136,32,RENT,9462,36,6.12,0.107,684,5,0,0,car,IL,0
685,49,128095,12,MORTGAGE,7624,60,8.8,0.041,686,13,1,1,home_improvement,TX,0
686,54,69320,28,RENT,20707,60,9.72,0.29,735,3,0,1,small_business,MI,1
687,65,18213,10,RENT,4578,60,4.58,0.333,667,6,0,1,other,TN,1
688,44,86141,8,OTHER,9261,36,5.18,0.148,747,7,0,0,credit_card,GA,0
689,52,32457,14,OWN,10628,60,9.05,0.334,721,10,1,0,other,CA,0
690,72,49311,30,OWN,10394,36,10.98,0.226,702,12,0,1,debt_consolidation,MD,0
691,31,42316,7,MORTGAGE,7074,36,6.24,0.169,709,3,0,0,debt_consolidation,VA,1
692,50,51072,21,OWN,1673,36,6.39,0.094,687,7,0,0,debt_consolidation,NC,0
693,47,118249,6,RENT,18770,60,8.06,0.178,819,9,0,1,debt_consolidation,WI,0
694,41,95778,11,OWN,7849,60,7.01,0.098,763,12,1,0,credit_card,IN,0
695,26,26774,6,MORTGAGE,1851,60,4.1,0.059,732,7,0,1,small_business,WA,0
696,29,65908,5,MORTGAGE,17268,36,7.52,0.158,643,6,2,0,home_improvement,TN,1
697,55,37586,10,RENT,5940,36,5.43,0.101,724,3,1,0,small_business,MO,0
698,37,101548,12,MORTGAGE,14878,36,7.58,0.168,721,4,0,0,home_improvement,WI,0
699,55,119632,18,MORTGAGE,21519,36,7.12,0.255,730,1,0,0,debt_consolidation,WA,0
700,65,45175,35,RENT,12431,36,13.91,0.328,648,4,0,1,small_business,VA,1
701,33,90885,4,MORTGAGE,24544,36,8.3,0.287,775,5,0,1,credit_card,WA,0
702,27,96189,7,RENT,31977,60,11.72,0.242,758,3,0,0,debt_consolidation,WA,0
703,69,83022,31,MORTGAGE,24727,36,8.66,0.208,667,9,0,0,credit_card,MI,0
704,44,100322,21,MORTGAGE,20494,36,8.02,0.177,712,12,0,1,debt_consolidation,GA,0
705,51,54535,13,RENT,23610,36,9.72,0.26,650,6,0,1,home_improvement,WA,0
706,55,69858,17,OWN,19068,36,8.26,0.292,670,4,0,3,home_improvement,OH,0
707,56,57406,22,OWN,20065,36,10.45,0.245,774,6,0,0,debt_consolidation,CA,0
708,43,61161,14,RENT,10262,36,7.15,0.178,736,0,0,1,debt_consolidation,AZ,0
709,48,58443,18,RENT,7676,60,3.0,0.191,661,8,0,0,car,TN,1
710,41,20483,8,MORTGAGE,3213,60,4.07,0.164,658,14,0,0,small_business,NY,1
711,30,53231,9,RENT,9804,36,9.99,0.136,737,5,0,1,debt_consolidation,MI,1
712,20,98575,0,OWN,14021,36,7.41,0.158,740,5,0,2,other,VA,0
713,68,30070,40,MORTGAGE,3506,60,10.56,0.084,620,8,0,0,home_improvement,MA,1
714,65,44381,22,RENT,12246,60,9.57,0.315,706,4,0,0,debt_consolidation,IL,1
715,19,12730,0,MORTGAGE,6688,36,13.51,0.323,602,7,0,1,debt_consolidation,NJ,1
716,22,65561,2,RENT,17525,60,10.71,0.298,743,4,0,1,credit_card,WI,0
717,71,57223,40,MORTGAGE,13454,60,8.06,0.359,660,5,0,1,car,FL,1
718,43,84306,13,RENT,23875,36,9.85,0.284,700,2,0,1,other,NC,1
719,72,115132,39,OWN,27933,60,7.92,0.138,797,4,1,1,debt_consolidation,IN,0
720,22,35475,1,MORTGAGE,5799,36,7.01,0.217,754,7,0,0,small_business,AZ,1
721,41,37827,7,OWN,2685,36,4.76,0.11,674,5,0,1,credit_card,MI,0
722,36,69923,15,MORTGAGE,29929,36,16.18,0.219,784,9,0,0,debt_consolidation,PA,0
723,39,41748,5,OWN,9786,36,6.19,0.194,705,1,0,1,debt_consolidation,TN,1
724,63,73192,19,MORTGAGE,20153,36,11.51,0.291,736,13,0,0,debt_consolidation,AZ,0
725,42,23020,18,RENT,4387,36,11.21,0.22,698,1,0,0,other,NC,0
726,71,45763,34,MORTGAGE,14774,60,9.82,0.312,677,10,0,1,debt_consolidation,WI,0
727,67,30499,19,RENT,9663,36,9.94,0.365,657,6,0,0,debt_consolidation,TX,1
728,20,24065,1,MORTGAGE,8793,60,12.16,0.304,715,6,0,4,credit_card,TN,0
729,74,55218,37,OWN,8769,60,10.88,0.194,672,5,0,0,home_improvement,NY,0
730,35,29511,14,MORTGAGE,4905,60,9.71,0.158,602,0,0,1,credit_card,GA,1
731,28,37851,8,MORTGAGE,15035,60,16.54,0.396,752,4,2,1,other,IN,1
732,57,39218,18,RENT,11739,36,7.62,0.341,645,10,2,1,debt_consolidation,TX,1
733,43,12060,21,OWN,2007,36,6.75,0.151,687,5,1,0,debt_consolidation,IL,1
734,39,69273,15,RENT,25474,60,10.56,0.357,694,6,2,1,home_improvement,AZ,1
735,53,57789,14,MORTGAGE,11241,36,12.33,0.096,663,7,0,1,car,IN,0
736,75,54111,35,MORTGAGE,27727,60,13.25,0.54,668,17,0,1,credit_card,NJ,1
737,23,41577,3,RENT,13170,36,10.59,0.191,624,8,0,1,debt_consolidation,FL,1
738,26,97916,6,MORTGAGE,8945,36,8.95,0.119,715,5,1,0,other,AZ,0
739,46,57558,18,RENT,11149,60,7.29,0.203,667,6,0,1,credit_card,OH,1
740,25,28873,3,MORTGAGE,4441,36,7.67,0.238,686,10,0,0,credit_card,WA,0
741,63,59753,33,RENT,10782,60,6.95,0.203,601,6,1,0,credit_card,MA,0
742,60,87430,21,MORTGAGE,8855,60,7.87,0.126,686,15,2,0,credit_card,AZ,0
743,53,46698,24,MORTGAGE,15982,36,7.78,0.245,727,12,0,0,home_improvement,IL,0
744,58,47885,12,OWN,3358,60,5.76,0.074,717,13,0,2,debt_consolidation,NJ,0
745,68,62112,20,OWN,8113,60,6.56,0.124,705,7,0,1,credit_card,FL,1
746,72,72300,18,RENT,25335,36,10.32,0.302,756,14,0,1,credit_card,MA,1
747,37,62099,14,MORTGAGE,10114,36,6.83,0.159,716,7,1,2,other,WI,0
748,22,41759,3,MORTGAGE,17057,36,11.93,0.39,661,7,3,0,debt_consolidation,NC,1
749,20,68858,0,MORTGAGE,24801,60,10.36,0.439,615,7,2,0,other,VA,1
750,18,44520,0,RENT,12988,36,3.0,0.196,653,5,0,1,credit_card,VA,0
751,57,43317,30,OWN,9653,36,9.68,0.137,651,7,0,1,car,GA,0
752,25,90801,5,MORTGAGE,13005,60,11.96,0.137,754,10,1,0,home_improvement,CA,0
753,34,42154,6,OTHER,5041,60,7.8,0.158,722,9,1,0,debt_consolidation,MD,0
754,71,32771,35,RENT,12190,36,10.9,0.188,696,12,2,0,debt_consolidation,CA,1
755,62,64607,25,RENT,28158,60,10.72,0.496,687,8,1,0,other,TN,1
756,43,31097,20,OWN,1275,60,7.1,0.01,741,13,0,2,credit_card,VA,0
757,56,87192,31,MORTGAGE,33298,36,9.09,0.451,715,8,3,0,credit_card,PA,1
758,42,51695,7,RENT,10723,36,12.68,0.208,684,10,0,0,other,WI,1
759,60,82188,32,RENT,28575,60,8.67,0.347,666,9,1,0,other,MA,0
760,33,49545,6,OWN,7299,36,8.67,0.111,770,7,0,1,credit_card,NJ,0
761,57,29675,10,MORTGAGE,1743,60,4.84,0.081,644,4,0,0,credit_card,MD,0
762,29,12000,7,MORTGAGE,3848,60,6.58,0.332,701,6,1,0,other,NY,0
763,35,30970,5,RENT,4854,60,8.06,0.145,696,10,1,0,small_business,GA,0
764,24,86229,2,RENT,24877,60,10.28,0.157,796,6,1,0,debt_consolidation,IN,0
765,40,38376,8,RENT,18933,36,13.15,0.576,702,13,0,0,debt_consolidation,FL,1
766,61,75703,38,MORTGAGE,35710,36,13.05,0.404,677,3,1,2,car,MO,1
767,59,83836,36,MORTGAGE,4962,36,4.66,0.07,710,11,0,0,home_improvement,MA,0
768,20,21191,1,MORTGAGE,2329,36,4.09,0.084,657,6,0,1,home_improvement,OH,0
769,59,39313,11,OWN,10212,36,7.2,0.337,686,9,0,0,debt_consolidation,CA,0
770,60,45316,32,RENT,20587,36,8.33,0.324,708,8,2,0,car,VA,1
771,66,99937,34,OWN,15589,60,10.17,0.223,775,8,1,0,debt_consolidation,NC,0
772,47,106917,13,MORTGAGE,5275,36,4.97,0.026,709,5,1,0,other,AZ,0
773,18,33693,0,MORTGAGE,9009,60,8.6,0.108,644,16,0,1,debt_consolidation,PA,1
774,28,67546,5,MORTGAGE,26817,36,8.34,0.495,672,6,0,1,credit_card,NY,0
775,72,57413,14,MORTGAGE,26625,60,13.88,0.54,658,1,1,0,car,MO,1
776,31,27925,6,MORTGAGE,4582,36,7.0,0.145,799,4,0,1,home_improvement,FL,0
777,18,84167,0,RENT,24202,36,8.2,0.357,752,4,0,1,debt_consolidation,WA,0
778,20,113678,1,RENT,5948,60,4.94,0.054,738,13,0,1,debt_consolidation,MO,0
779,59,28668,20,MORTGAGE,4827,36,9.47,0.108,624,11,2,1,debt_consolidation,TX,0
780,66,67310,26,RENT,20803,36,11.02,0.358,675,1,2,0,car,NJ,1
781,37,34290,13,OWN,12341,36,9.21,0.424,699,4,4,1,debt_consolidation,PA,0
782,52,82621,8,OTHER,20578,36,10.32,0.125,691,4,0,2,other,NJ,0
783,70,84071,22,OTHER,24072,36,10.82,0.174,679,6,1,1,debt_consolidation,NC,0
784,60,40679,20,MORTGAGE,13097,36,10.62,0.246,638,4,1,1,credit_card,MO,1
785,62,44211,33,MORTGAGE,15623,36,11.92,0.366,694,10,1,1,debt_consolidation,MA,1
786,49,108393,19,RENT,13891,36,4.97,0.111,749,12,0,0,credit_card,OH,0
787,55,43842,26,RENT,6366,36,5.61,0.149,700,6,2,1,credit_card,GA,1
788,21,82553,1,MORTGAGE,6407,60,5.82,0.043,665,10,1,0,debt_consolidation,VA,0
789,23,20144,4,OWN,1000,36,5.89,0.045,659,4,0,0,credit_card,FL,0
790,59,22981,31,RENT,1000,60,4.74,0.098,674,4,0,2,credit_card,MI,0
791,38,82002,12,MORTGAGE,28618,36,9.13,0.302,713,10,0,1,credit_card,NJ,0
792,69,54193,39,RENT,6337,60,6.62,0.075,725,9,0,0,home_improvement,IL,0
793,68,41108,16,MORTGAGE,16541,36,10.96,0.407,701,7,0,0,small_business,GA,1
794,33,27383,11,MORTGAGE,4099,60,4.26,0.165,713,10,0,0,small_business,TN,0
795,36,52824,7,RENT,15099,60,6.52,0.312,631,13,0,0,debt_consolidation,IL,1
796,40,24165,14,RENT,8448,36,9.48,0.413,713,1,2,1,car,MO,1
797,20,43348,1,OWN,18026,36,15.57,0.509,661,9,2,2,debt_consolidation,GA,1
798,75,65439,36,OWN,2044,60,5.98,0.012,686,12,1,1,car,IL,0
799,37,40661,5,OWN,14636,60,14.25,0.261,671,6,0,0,home_improvement,NC,1
800,53,21151,26,RENT,1000,60,5.71,0.083,722,8,0,0,home_improvement,GA,0
801,63,20080,26,MORTGAGE,6018,36,11.82,0.295,644,13,1,0,car,MO,1
802,25,36836,3,MORTGAGE,17053,36,11.73,0.393,707,7,1,1,credit_card,VA,0
803,37,14998,7,RENT,5831,36,9.44,0.229,705,8,0,0,other,MA,0
804,28,68495,6,OWN,26669,36,11.23,0.401,659,2,1,0,credit_card,OH,1
805,27,32242,7,MORTGAGE,9478,60,8.35,0.303,719,9,0,0,debt_consolidation,NY,1
806,32,33525,4,RENT,8382,36,13.55,0.225,654,3,0,2,small_business,PA,0
807,44,38273,13,MORTGAGE,17343,60,12.22,0.375,698,14,3,2,other,PA,1
808,71,31134,40,MORTGAGE,1000,60,5.86,0.066,707,6,0,2,debt_consolidation,IL,1
809,70,89440,24,MORTGAGE,18149,36,8.72,0.155,716,6,0,0,credit_card,IN,0
810,64,32864,30,RENT,3164,60,5.88,0.058,704,12,0,1,car,VA,0
811,24,24902,5,OWN,7114,36,9.01,0.248,701,9,0,0,home_improvement,PA,0
812,18,78230,0,RENT,32862,60,9.02,0.32,716,13,2,1,debt_consolidation,MD,1
813,73,32202,40,RENT,6979,36,10.87,0.203,711,3,1,1,debt_consolidation,OH,0
814,50,97090,15,MORTGAGE,14347,60,6.89,0.158,679,11,0,0,debt_consolidation,MO,0
815,64,66116,31,RENT,7973,36,6.98,0.126,770,9,1,1,debt_consolidation,MI,0
816,29,37074,8,MORTGAGE,5721,36,12.2,0.164,725,9,0,0,debt_consolidation,MO,0
817,32,48527,12,RENT,5602,36,7.19,0.105,760,8,0,0,credit_card,MD,0
818,32,27643,2,MORTGAGE,11057,60,12.87,0.45,699,11,2,1,small_business,IN,1
819,71,26255,24,RENT,2941,60,6.39,0.141,729,7,1,1,credit_card,MI,0
820,48,81074,18,MORTGAGE,34250,36,13.22,0.26,805,11,0,0,other,FL,0
821,36,38813,15,RENT,20630,36,13.72,0.58,734,10,0,1,other,NJ,1
822,29,42636,9,RENT,10529,36,10.99,0.17,756,6,0,0,debt_consolidation,AZ,0
823,39,36538,18,MORTGAGE,1222,60,7.92,0.01,720,13,0,0,home_improvement,AZ,0
824,57,49713,8,MORTGAGE,13686,60,10.54,0.128,731,0,0,3,credit_card,NY,1
825,54,40442,13,RENT,5755,60,5.73,0.151,721,4,0,1,debt_consolidation,TN,0
826,20,48362,1,MORTGAGE,19239,60,10.78,0.385,693,5,1,0,car,NC,1
827,53,48448,19,MORTGAGE,21202,36,11.57,0.275,667,7,0,3,car,OH,1
828,19,92294,0,MORTGAGE,21757,36,7.27,0.227,743,5,0,1,credit_card,NC,0
829,27,37411,3,OWN,5022,60,7.05,0.1,646,10,0,0,credit_card,WA,0
830,34,45431,3,RENT,13181,60,9.77,0.198,752,14,0,0,small_business,MO,0
831,72,51070,15,MORTGAGE,20508,36,9.5,0.466,710,4,1,0,home_improvement,TX,1
832,23,30132,3,MORTGAGE,1128,36,6.94,0.047,678,6,0,1,credit_card,OH,0
833,28,61545,8,MORTGAGE,22869,60,10.65,0.366,722,8,2,1,debt_consolidation,MI,0
834,67,45491,21,OWN,7856,60,7.57,0.09,638,8,0,1,credit_card,MD,0
835,27,36163,3,OWN,3817,36,6.54,0.101,682,6,0,0,credit_card,OH,0
836,62,32679,31,OWN,12336,36,9.91,0.365,666,9,0,0,debt_consolidation,TN,1
837,67,46064,40,OWN,6511,36,5.21,0.158,672,5,1,2,small_business,AZ,0
838,50,53629,13,OWN,15816,60,9.39,0.183,770,6,1,1,credit_card,OH,1
839,27,59277,6,RENT,13383,60,5.71,0.224,692,10,0,2,debt_consolidation,FL,0
840,60,68948,15,MORTGAGE,16383,36,8.21,0.101,727,5,0,0,small_business,TX,1
841,53,41242,21,MORTGAGE,7868,60,8.66,0.126,696,1,1,1,debt_consolidation,WA,0
842,18,94137,0,MORTGAGE,42125,60,9.34,0.353,747,14,2,1,credit_card,MD,0
843,43,51279,7,OWN,17112,60,8.86,0.247,680,8,0,1,small_business,WA,0
844,31,83690,5,MORTGAGE,4932,36,8.59,0.093,686,12,0,1,debt_consolidation,MO,0
845,57,41504,19,OWN,17625,36,15.52,0.345,715,0,0,1,car,PA,1
846,48,85205,17,MORTGAGE,11564,60,8.56,0.124,691,11,0,1,debt_consolidation,VA,0
847,26,50455,2,OWN,18654,36,8.94,0.411,678,11,3,2,credit_card,MI,1
848,64,34221,16,RENT,5032,36,7.4,0.109,764,15,1,0,other,TN,1
849,48,40073,9,OWN,7267,36,6.73,0.156,723,6,0,0,credit_card,MA,0
850,52,55028,22,OWN,15066,36,8.62,0.276,732,7,0,1,home_improvement,PA,1
851,63,21705,30,OWN,6418,60,11.97,0.284,739,1,0,4,other,PA,0
852,37,54888,15,MORTGAGE,13355,60,8.67,0.153,733,7,0,1,credit_card,PA,0
853,72,18437,30,RENT,5585,60,11.79,0.29,706,12,0,1,home_improvement,TN,1
854,32,53884,4,RENT,15386,36,10.47,0.201,756,7,0,2,debt_consolidation,MI,0
855,58,32528,35,MORTGAGE,2831,36,5.48,0.079,702,15,1,1,car,MI,0
856,67,26668,16,RENT,5994,60,8.46,0.188,657,9,0,1,home_improvement,MD,0
857,50,36942,11,MORTGAGE,13439,60,9.7,0.416,666,10,3,1,home_improvement,MD,1
858,50,92361,22,MORTGAGE,5676,60,9.01,0.105,679,9,0,0,home_improvement,NC,0
859,65,113749,15,OWN,45240,36,8.42,0.411,741,12,1,0,credit_card,VA,0
860,67,41068,15,RENT,13297,60,9.91,0.411,696,8,2,0,credit_card,AZ,1
861,38,100283,4,OWN,18924,36,8.48,0.128,725,10,2,1,credit_card,TN,0
862,23,57384,4,OWN,5842,36,7.78,0.141,642,6,0,0,debt_consolidation,OH,1
863,43,116499,5,RENT,49425,36,9.14,0.281,715,16,0,0,other,MI,1
864,64,51946,34,MORTGAGE,8764,36,9.47,0.245,682,11,2,2,car,IL,0
865,52,71165,25,MORTGAGE,21736,60,11.06,0.236,784,3,0,2,credit_card,MA,0
866,22,29941,3,RENT,10274,36,8.54,0.378,742,0,1,0,car,PA,1
867,75,92655,25,OWN,29636,36,9.77,0.295,704,6,0,0,other,TX,0
868,38,76845,7,OWN,29748,36,11.03,0.21,712,11,0,1,credit_card,MD,0
869,63,90366,28,MORTGAGE,42235,60,11.25,0.525,740,7,1,1,credit_card,MD,1
870,41,112016,19,MORTGAGE,35569,60,10.9,0.403,685,7,0,1,credit_card,TN,0
871,29,43195,3,OWN,5890,36,6.15,0.146,659,3,0,1,credit_card,WI,0
872,21,63470,2,RENT,21774,60,9.76,0.273,740,4,0,1,small_business,TN,0
873,60,20130,27,MORTGAGE,4277,36,6.06,0.172,668,6,0,1,other,OH,1
874,71,32670,37,MORTGAGE,10049,36,9.07,0.305,719,12,0,0,credit_card,CA,1
875,40,27574,18,MORTGAGE,8096,36,11.21,0.232,645,11,1,1,credit_card,WI,0
876,42,76390,14,MORTGAGE,26636,36,11.14,0.269,637,0,0,0,debt_consolidation,MI,1
877,59,68254,34,RENT,22841,36,9.48,0.323,760,2,1,0,credit_card,NC,0
878,21,62530,1,RENT,20784,36,7.93,0.136,775,0,0,1,car,FL,0
879,34,56092,5,RENT,27649,60,13.85,0.447,665,6,4,0,credit_card,MD,1
880,58,142352,26,MORTGAGE,14906,36,3.73,0.134,740,9,1,2,car,MI,0
881,28,79882,6,MORTGAGE,35257,36,10.88,0.233,697,7,0,0,home_improvement,WA,0
882,37,39888,6,RENT,4026,36,8.55,0.104,687,14,0,0,small_business,CA,0
883,60,123354,34,OTHER,31782,60,7.17,0.212,735,4,1,1,home_improvement,IL,0
884,52,123007,13,MORTGAGE,50520,36,13.57,0.333,681,19,0,0,small_business,NJ,0
885,18,80627,0,OWN,20120,60,9.6,0.124,635,4,1,4,home_improvement,IL,1
886,56,16983,30,MORTGAGE,1000,60,8.69,0.119,752,12,0,0,debt_consolidation,NJ,0
887,34,32930,5,MORTGAGE,17746,36,11.35,0.394,709,8,0,0,small_business,MA,1
888,74,65722,24,MORTGAGE,17601,36,10.21,0.2,678,14,0,2,credit_card,NC,1
889,48,44136,22,MORTGAGE,13666,60,9.01,0.21,672,1,0,1,credit_card,TN,1
890,51,23080,25,MORTGAGE,2098,60,7.96,0.063,685,3,0,0,other,VA,1
891,69,55512,15,RENT,7997,36,5.49,0.121,770,9,0,0,credit_card,WI,0
892,55,35986,7,OWN,15131,36,11.22,0.353,681,11,1,0,home_improvement,MI,1
893,55,59707,31,MORTGAGE,13544,60,9.08,0.246,706,10,1,0,credit_card,MD,1
894,73,59973,31,MORTGAGE,10452,36,11.02,0.191,684,6,1,0,home_improvement,WA,1
895,27,109671,6,RENT,40921,60,11.81,0.273,686,6,2,1,debt_consolidation,WI,1
896,36,33397,12,OWN,6969,36,8.96,0.144,712,4,1,4,car,AZ,0
897,36,89748,15,MORTGAGE,36309,36,10.3,0.512,780,10,0,2,car,FL,1
898,37,32434,4,RENT,11513,36,11.59,0.438,714,10,2,2,debt_consolidation,NJ,0
899,36,88509,10,MORTGAGE,27402,60,6.96,0.317,730,19,1,1,car,WI,0
900,59,67259,34,MORTGAGE,8005,36,4.71,0.118,712,8,0,0,credit_card,NY,0
901,26,64606,2,RENT,5821,36,12.48,0.165,723,5,0,0,debt_consolidation,TX,0
902,55,56023,11,RENT,10683,36,9.8,0.255,740,3,0,0,credit_card,NJ,0
903,70,36949,27,RENT,5933,60,7.78,0.117,689,7,0,3,other,GA,1
904,37,63409,8,MORTGAGE,13549,60,9.8,0.216,790,13,1,1,debt_consolidation,CA,0
905,73,68277,40,RENT,23560,60,8.95,0.405,703,7,2,1,credit_card,GA,1
